MASK-ch,f_c[kHz],f_b[kHz], masked
10790,24969.063 ,24971.375 ,0
10791,24971.375 ,24973.688 ,0
10792,24973.688 ,24976.000 ,0
10793,24976.000 ,24978.313 ,0
10794,24978.313 ,24980.625 ,0
10795,24980.625 ,24982.938 ,0
10796,24982.938 ,24985.250 ,0
10797,24985.250 ,24987.563 ,0
10798,24987.563 ,24989.875 ,0
10799,24989.875 ,24992.188 ,0
10800,24992.188 ,24994.500 ,0
10801,24994.500 ,24996.813 ,1
10802,24996.813 ,24999.125 ,1
10803,24999.125 ,25001.438 ,1
10804,25001.438 ,25003.750 ,1
10805,25003.750 ,25006.063 ,1
10806,25006.063 ,25008.375 ,1
10807,25008.375 ,25010.688 ,1
10808,25010.688 ,25013.000 ,0
10809,25013.000 ,25015.313 ,0
10810,25015.313 ,25017.625 ,0
10811,25017.625 ,25019.938 ,0
10812,25019.938 ,25022.250 ,0
10813,25022.250 ,25024.563 ,0
10814,25024.563 ,25026.875 ,0
10815,25026.875 ,25029.188 ,0
10816,25029.188 ,25031.500 ,0
10817,25031.500 ,25033.813 ,0
10818,25033.813 ,25036.125 ,0
10819,25036.125 ,25038.438 ,0
10820,25038.438 ,25040.750 ,0
10821,25040.750 ,25043.063 ,0
10822,25043.063 ,25045.375 ,0
10823,25045.375 ,25047.688 ,0
10824,25047.688 ,25050.000 ,0
10825,25050.000 ,25052.313 ,0
10826,25052.313 ,25054.625 ,0
10827,25054.625 ,25056.938 ,0
10828,25056.938 ,25059.250 ,0
10829,25059.250 ,25061.563 ,0
10830,25061.563 ,25063.875 ,0
10831,25063.875 ,25066.188 ,0
10832,25066.188 ,25068.500 ,0
10833,25068.500 ,25070.813 ,0
10834,25070.813 ,25073.125 ,0
10835,25073.125 ,25075.438 ,0
10836,25075.438 ,25077.750 ,0
10837,25077.750 ,25080.063 ,0
10838,25080.063 ,25082.375 ,0
10839,25082.375 ,25084.688 ,0
10840,25084.688 ,25087.000 ,0
10841,25087.000 ,25089.313 ,0
10842,25089.313 ,25091.625 ,0
10843,25091.625 ,25093.938 ,0
10844,25093.938 ,25096.250 ,0
10845,25096.250 ,25098.563 ,0
10846,25098.563 ,25100.875 ,0
10847,25100.875 ,25103.188 ,0
10848,25103.188 ,25105.500 ,0
10849,25105.500 ,25107.813 ,0
10850,25107.813 ,25110.125 ,0
10851,25110.125 ,25112.438 ,0
10852,25112.438 ,25114.750 ,0
10853,25114.750 ,25117.063 ,0
10854,25117.063 ,25119.375 ,0
10855,25119.375 ,25121.688 ,0
10856,25121.688 ,25124.000 ,0
10857,25124.000 ,25126.313 ,0
10858,25126.313 ,25128.625 ,0
10859,25128.625 ,25130.938 ,0
10860,25130.938 ,25133.250 ,0
10861,25133.250 ,25135.563 ,0
10862,25135.563 ,25137.875 ,0
10863,25137.875 ,25140.188 ,0
10864,25140.188 ,25142.500 ,0
10865,25142.500 ,25144.813 ,0
10866,25144.813 ,25147.125 ,0
10867,25147.125 ,25149.438 ,0
10868,25149.438 ,25151.750 ,0
10869,25151.750 ,25154.063 ,0
10870,25154.063 ,25156.375 ,0
10871,25156.375 ,25158.688 ,1
10872,25158.688 ,25161.000 ,1
10873,25161.000 ,25163.313 ,1
10874,25163.313 ,25165.625 ,1
10875,25165.625 ,25167.938 ,0
10876,25167.938 ,25170.250 ,1
10877,25170.250 ,25172.563 ,0
10878,25172.563 ,25174.875 ,0
10879,25174.875 ,25177.188 ,0
10880,25177.188 ,25179.500 ,0
10881,25179.500 ,25181.813 ,0
10882,25181.813 ,25184.125 ,1
10883,25184.125 ,25186.438 ,1
10884,25186.438 ,25188.750 ,1
10885,25188.750 ,25191.063 ,1
10886,25191.063 ,25193.375 ,0
10887,25193.375 ,25195.688 ,0
10888,25195.688 ,25198.000 ,0
10889,25198.000 ,25200.313 ,0
10890,25200.313 ,25202.625 ,1
10891,25202.625 ,25204.938 ,1
10892,25204.938 ,25207.250 ,0
10893,25207.250 ,25209.563 ,0
10894,25209.563 ,25211.875 ,0
10895,25211.875 ,25214.188 ,0
10896,25214.188 ,25216.500 ,0
10897,25216.500 ,25218.813 ,0
10898,25218.813 ,25221.125 ,0
10899,25221.125 ,25223.438 ,0
10900,25223.438 ,25225.750 ,0
10901,25225.750 ,25228.063 ,0
10902,25228.063 ,25230.375 ,0
10903,25230.375 ,25232.688 ,0
10904,25232.688 ,25235.000 ,0
10905,25235.000 ,25237.313 ,0
10906,25237.313 ,25239.625 ,0
10907,25239.625 ,25241.938 ,0
10908,25241.938 ,25244.250 ,0
10909,25244.250 ,25246.563 ,0
10910,25246.563 ,25248.875 ,0
10911,25248.875 ,25251.188 ,0
10912,25251.188 ,25253.500 ,0
10913,25253.500 ,25255.813 ,0
10914,25255.813 ,25258.125 ,0
10915,25258.125 ,25260.438 ,0
10916,25260.438 ,25262.750 ,0
10917,25262.750 ,25265.063 ,0
10918,25265.063 ,25267.375 ,0
10919,25267.375 ,25269.688 ,0
10920,25269.688 ,25272.000 ,0
10921,25272.000 ,25274.313 ,0
10922,25274.313 ,25276.625 ,0
10923,25276.625 ,25278.938 ,0
10924,25278.938 ,25281.250 ,0
10925,25281.250 ,25283.563 ,0
10926,25283.563 ,25285.875 ,0
10927,25285.875 ,25288.188 ,0
10928,25288.188 ,25290.500 ,0
10929,25290.500 ,25292.813 ,0
10930,25292.813 ,25295.125 ,0
10931,25295.125 ,25297.438 ,0
10932,25297.438 ,25299.750 ,0
10933,25299.750 ,25302.063 ,0
10934,25302.063 ,25304.375 ,0
10935,25304.375 ,25306.688 ,0
10936,25306.688 ,25309.000 ,0
10937,25309.000 ,25311.313 ,0
10938,25311.313 ,25313.625 ,0
10939,25313.625 ,25315.938 ,0
10940,25315.938 ,25318.250 ,0
10941,25318.250 ,25320.563 ,0
10942,25320.563 ,25322.875 ,0
10943,25322.875 ,25325.188 ,0
10944,25325.188 ,25327.500 ,0
10945,25327.500 ,25329.813 ,0
10946,25329.813 ,25332.125 ,0
10947,25332.125 ,25334.438 ,0
10948,25334.438 ,25336.750 ,0
10949,25336.750 ,25339.063 ,0
10950,25339.063 ,25341.375 ,1
10951,25341.375 ,25343.688 ,1
10952,25343.688 ,25346.000 ,0
10953,25346.000 ,25348.313 ,0
10954,25348.313 ,25350.625 ,0
10955,25350.625 ,25352.938 ,0
10956,25352.938 ,25355.250 ,0
10957,25355.250 ,25357.563 ,0
10958,25357.563 ,25359.875 ,0
10959,25359.875 ,25362.188 ,0
10960,25362.188 ,25364.500 ,0
10961,25364.500 ,25366.813 ,0
10962,25366.813 ,25369.125 ,0
10963,25369.125 ,25371.438 ,0
10964,25371.438 ,25373.750 ,0
10965,25373.750 ,25376.063 ,0
10966,25376.063 ,25378.375 ,0
10967,25378.375 ,25380.688 ,0
10968,25380.688 ,25383.000 ,0
10969,25383.000 ,25385.313 ,0
10970,25385.313 ,25387.625 ,0
10971,25387.625 ,25389.938 ,0
10972,25389.938 ,25392.250 ,0
10973,25392.250 ,25394.563 ,0
10974,25394.563 ,25396.875 ,0
10975,25396.875 ,25399.188 ,1
10976,25399.188 ,25401.500 ,1
10977,25401.500 ,25403.813 ,1
10978,25403.813 ,25406.125 ,1
10979,25406.125 ,25408.438 ,0
10980,25408.438 ,25410.750 ,0
10981,25410.750 ,25413.063 ,0
10982,25413.063 ,25415.375 ,0
10983,25415.375 ,25417.688 ,0
10984,25417.688 ,25420.000 ,0
10985,25420.000 ,25422.313 ,0
10986,25422.313 ,25424.625 ,0
10987,25424.625 ,25426.938 ,0
10988,25426.938 ,25429.250 ,0
10989,25429.250 ,25431.563 ,0
10990,25431.563 ,25433.875 ,0
10991,25433.875 ,25436.188 ,0
10992,25436.188 ,25438.500 ,0
10993,25438.500 ,25440.813 ,0
10994,25440.813 ,25443.125 ,0
10995,25443.125 ,25445.438 ,0
10996,25445.438 ,25447.750 ,0
10997,25447.750 ,25450.063 ,0
10998,25450.063 ,25452.375 ,0
10999,25452.375 ,25454.688 ,1
11000,25454.688 ,25457.000 ,0
11001,25457.000 ,25459.313 ,0
11002,25459.313 ,25461.625 ,0
11003,25461.625 ,25463.938 ,0
11004,25463.938 ,25466.250 ,0
11005,25466.250 ,25468.563 ,0
11006,25468.563 ,25470.875 ,0
11007,25470.875 ,25473.188 ,0
11008,25473.188 ,25475.500 ,0
11009,25475.500 ,25477.813 ,0
11010,25477.813 ,25480.125 ,0
11011,25480.125 ,25482.438 ,0
11012,25482.438 ,25484.750 ,0
11013,25484.750 ,25487.063 ,0
11014,25487.063 ,25489.375 ,0
11015,25489.375 ,25491.688 ,0
11016,25491.688 ,25494.000 ,0
11017,25494.000 ,25496.313 ,0
11018,25496.313 ,25498.625 ,0
11019,25498.625 ,25500.938 ,0
11020,25500.938 ,25503.250 ,0
11021,25503.250 ,25505.563 ,1
11022,25505.563 ,25507.875 ,1
11023,25507.875 ,25510.188 ,1
11024,25510.188 ,25512.500 ,1
11025,25512.500 ,25514.813 ,0
11026,25514.813 ,25517.125 ,0
11027,25517.125 ,25519.438 ,0
11028,25519.438 ,25521.750 ,0
11029,25521.750 ,25524.063 ,0
11030,25524.063 ,25526.375 ,0
11031,25526.375 ,25528.688 ,0
11032,25528.688 ,25531.000 ,0
11033,25531.000 ,25533.313 ,0
11034,25533.313 ,25535.625 ,0
11035,25535.625 ,25537.938 ,0
11036,25537.938 ,25540.250 ,0
11037,25540.250 ,25542.563 ,0
11038,25542.563 ,25544.875 ,0
11039,25544.875 ,25547.188 ,0
11040,25547.188 ,25549.500 ,0
11041,25549.500 ,25551.813 ,0
11042,25551.813 ,25554.125 ,0
11043,25554.125 ,25556.438 ,0
11044,25556.438 ,25558.750 ,0
11045,25558.750 ,25561.063 ,0
11046,25561.063 ,25563.375 ,0
11047,25563.375 ,25565.688 ,0
11048,25565.688 ,25568.000 ,0
11049,25568.000 ,25570.313 ,0
11050,25570.313 ,25572.625 ,0
11051,25572.625 ,25574.938 ,0
11052,25574.938 ,25577.250 ,0
11053,25577.250 ,25579.563 ,0
11054,25579.563 ,25581.875 ,0
11055,25581.875 ,25584.188 ,0
11056,25584.188 ,25586.500 ,0
11057,25586.500 ,25588.813 ,0
11058,25588.813 ,25591.125 ,0
11059,25591.125 ,25593.438 ,0
11060,25593.438 ,25595.750 ,0
11061,25595.750 ,25598.063 ,0
11062,25598.063 ,25600.375 ,1
11063,25600.375 ,25602.688 ,1
11064,25602.688 ,25605.000 ,1
11065,25605.000 ,25607.313 ,1
11066,25607.313 ,25609.625 ,0
11067,25609.625 ,25611.938 ,0
11068,25611.938 ,25614.250 ,0
11069,25614.250 ,25616.563 ,0
11070,25616.563 ,25618.875 ,0
11071,25618.875 ,25621.188 ,0
11072,25621.188 ,25623.500 ,0
11073,25623.500 ,25625.813 ,0
11074,25625.813 ,25628.125 ,0
11075,25628.125 ,25630.438 ,1
11076,25630.438 ,25632.750 ,1
11077,25632.750 ,25635.063 ,1
11078,25635.063 ,25637.375 ,1
11079,25637.375 ,25639.688 ,0
11080,25639.688 ,25642.000 ,0
11081,25642.000 ,25644.313 ,0
11082,25644.313 ,25646.625 ,0
11083,25646.625 ,25648.938 ,0
11084,25648.938 ,25651.250 ,0
11085,25651.250 ,25653.563 ,0
11086,25653.563 ,25655.875 ,0
11087,25655.875 ,25658.188 ,0
11088,25658.188 ,25660.500 ,0
11089,25660.500 ,25662.813 ,0
11090,25662.813 ,25665.125 ,0
11091,25665.125 ,25667.438 ,0
11092,25667.438 ,25669.750 ,0
11093,25669.750 ,25672.063 ,0
11094,25672.063 ,25674.375 ,0
11095,25674.375 ,25676.688 ,0
11096,25676.688 ,25679.000 ,0
11097,25679.000 ,25681.313 ,0
11098,25681.313 ,25683.625 ,0
11099,25683.625 ,25685.938 ,0
11100,25685.938 ,25688.250 ,0
11101,25688.250 ,25690.563 ,0
11102,25690.563 ,25692.875 ,0
11103,25692.875 ,25695.188 ,0
11104,25695.188 ,25697.500 ,0
11105,25697.500 ,25699.813 ,0
11106,25699.813 ,25702.125 ,0
11107,25702.125 ,25704.438 ,0
11108,25704.438 ,25706.750 ,0
11109,25706.750 ,25709.063 ,0
11110,25709.063 ,25711.375 ,0
11111,25711.375 ,25713.688 ,0
11112,25713.688 ,25716.000 ,0
11113,25716.000 ,25718.313 ,0
11114,25718.313 ,25720.625 ,0
11115,25720.625 ,25722.938 ,0
11116,25722.938 ,25725.250 ,0
11117,25725.250 ,25727.563 ,0
11118,25727.563 ,25729.875 ,0
11119,25729.875 ,25732.188 ,0
11120,25732.188 ,25734.500 ,0
11121,25734.500 ,25736.813 ,0
11122,25736.813 ,25739.125 ,0
11123,25739.125 ,25741.438 ,0
11124,25741.438 ,25743.750 ,0
11125,25743.750 ,25746.063 ,0
11126,25746.063 ,25748.375 ,0
11127,25748.375 ,25750.688 ,0
11128,25750.688 ,25753.000 ,0
11129,25753.000 ,25755.313 ,0
11130,25755.313 ,25757.625 ,0
11131,25757.625 ,25759.938 ,0
11132,25759.938 ,25762.250 ,0
11133,25762.250 ,25764.563 ,0
11134,25764.563 ,25766.875 ,0
11135,25766.875 ,25769.188 ,0
11136,25769.188 ,25771.500 ,0
11137,25771.500 ,25773.813 ,0
11138,25773.813 ,25776.125 ,0
11139,25776.125 ,25778.438 ,0
11140,25778.438 ,25780.750 ,0
11141,25780.750 ,25783.063 ,0
11142,25783.063 ,25785.375 ,0
11143,25785.375 ,25787.688 ,0
11144,25787.688 ,25790.000 ,0
11145,25790.000 ,25792.313 ,0
11146,25792.313 ,25794.625 ,0
11147,25794.625 ,25796.938 ,0
11148,25796.938 ,25799.250 ,0
11149,25799.250 ,25801.563 ,0
11150,25801.563 ,25803.875 ,1
11151,25803.875 ,25806.188 ,0
11152,25806.188 ,25808.500 ,0
11153,25808.500 ,25810.813 ,0
11154,25810.813 ,25813.125 ,0
11155,25813.125 ,25815.438 ,0
11156,25815.438 ,25817.750 ,1
11157,25817.750 ,25820.063 ,1
11158,25820.063 ,25822.375 ,0
11159,25822.375 ,25824.688 ,0
11160,25824.688 ,25827.000 ,0
11161,25827.000 ,25829.313 ,0
11162,25829.313 ,25831.625 ,0
11163,25831.625 ,25833.938 ,0
11164,25833.938 ,25836.250 ,0
11165,25836.250 ,25838.563 ,0
11166,25838.563 ,25840.875 ,0
11167,25840.875 ,25843.188 ,0
11168,25843.188 ,25845.500 ,0
11169,25845.500 ,25847.813 ,0
11170,25847.813 ,25850.125 ,0
11171,25850.125 ,25852.438 ,0
11172,25852.438 ,25854.750 ,0
11173,25854.750 ,25857.063 ,0
11174,25857.063 ,25859.375 ,0
11175,25859.375 ,25861.688 ,0
11176,25861.688 ,25864.000 ,0
11177,25864.000 ,25866.313 ,0
11178,25866.313 ,25868.625 ,0
11179,25868.625 ,25870.938 ,0
11180,25870.938 ,25873.250 ,0
11181,25873.250 ,25875.563 ,1
11182,25875.563 ,25877.875 ,0
11183,25877.875 ,25880.188 ,0
11184,25880.188 ,25882.500 ,0
11185,25882.500 ,25884.813 ,0
11186,25884.813 ,25887.125 ,0
11187,25887.125 ,25889.438 ,0
11188,25889.438 ,25891.750 ,0
11189,25891.750 ,25894.063 ,0
11190,25894.063 ,25896.375 ,0
11191,25896.375 ,25898.688 ,0
11192,25898.688 ,25901.000 ,0
11193,25901.000 ,25903.313 ,0
11194,25903.313 ,25905.625 ,0
11195,25905.625 ,25907.938 ,0
11196,25907.938 ,25910.250 ,0
11197,25910.250 ,25912.563 ,0
11198,25912.563 ,25914.875 ,0
11199,25914.875 ,25917.188 ,0
11200,25917.188 ,25919.500 ,0
11201,25919.500 ,25921.813 ,0
11202,25921.813 ,25924.125 ,0
11203,25924.125 ,25926.438 ,0
11204,25926.438 ,25928.750 ,0
11205,25928.750 ,25931.063 ,0
11206,25931.063 ,25933.375 ,0
11207,25933.375 ,25935.688 ,0
11208,25935.688 ,25938.000 ,0
11209,25938.000 ,25940.313 ,0
11210,25940.313 ,25942.625 ,0
11211,25942.625 ,25944.938 ,0
11212,25944.938 ,25947.250 ,0
11213,25947.250 ,25949.563 ,0
11214,25949.563 ,25951.875 ,0
11215,25951.875 ,25954.188 ,0
11216,25954.188 ,25956.500 ,0
11217,25956.500 ,25958.813 ,0
11218,25958.813 ,25961.125 ,0
11219,25961.125 ,25963.438 ,0
11220,25963.438 ,25965.750 ,1
11221,25965.750 ,25968.063 ,0
11222,25968.063 ,25970.375 ,0
11223,25970.375 ,25972.688 ,0
11224,25972.688 ,25975.000 ,0
11225,25975.000 ,25977.313 ,0
11226,25977.313 ,25979.625 ,0
11227,25979.625 ,25981.938 ,0
11228,25981.938 ,25984.250 ,0
11229,25984.250 ,25986.563 ,0
11230,25986.563 ,25988.875 ,0
11231,25988.875 ,25991.188 ,0
11232,25991.188 ,25993.500 ,0
11233,25993.500 ,25995.813 ,1
11234,25995.813 ,25998.125 ,1
11235,25998.125 ,26000.438 ,1
11236,26000.438 ,26002.750 ,1
11237,26002.750 ,26005.063 ,1
11238,26005.063 ,26007.375 ,1
11239,26007.375 ,26009.688 ,1
11240,26009.688 ,26012.000 ,0
11241,26012.000 ,26014.313 ,0
11242,26014.313 ,26016.625 ,0
11243,26016.625 ,26018.938 ,0
11244,26018.938 ,26021.250 ,0
11245,26021.250 ,26023.563 ,0
11246,26023.563 ,26025.875 ,0
11247,26025.875 ,26028.188 ,0
11248,26028.188 ,26030.500 ,0
11249,26030.500 ,26032.813 ,0
11250,26032.813 ,26035.125 ,0
11251,26035.125 ,26037.438 ,0
11252,26037.438 ,26039.750 ,0
11253,26039.750 ,26042.063 ,0
11254,26042.063 ,26044.375 ,0
11255,26044.375 ,26046.688 ,0
11256,26046.688 ,26049.000 ,0
11257,26049.000 ,26051.313 ,0
11258,26051.313 ,26053.625 ,0
11259,26053.625 ,26055.938 ,0
11260,26055.938 ,26058.250 ,0
11261,26058.250 ,26060.563 ,0
11262,26060.563 ,26062.875 ,0
11263,26062.875 ,26065.188 ,0
11264,26065.188 ,26067.500 ,0
11265,26067.500 ,26069.813 ,0
11266,26069.813 ,26072.125 ,0
11267,26072.125 ,26074.438 ,0
11268,26074.438 ,26076.750 ,0
11269,26076.750 ,26079.063 ,0
11270,26079.063 ,26081.375 ,0
11271,26081.375 ,26083.688 ,0
11272,26083.688 ,26086.000 ,0
11273,26086.000 ,26088.313 ,0
11274,26088.313 ,26090.625 ,0
11275,26090.625 ,26092.938 ,0
11276,26092.938 ,26095.250 ,0
11277,26095.250 ,26097.563 ,0
11278,26097.563 ,26099.875 ,0
11279,26099.875 ,26102.188 ,0
11280,26102.188 ,26104.500 ,0
11281,26104.500 ,26106.813 ,0
11282,26106.813 ,26109.125 ,0
11283,26109.125 ,26111.438 ,0
11284,26111.438 ,26113.750 ,0
11285,26113.750 ,26116.063 ,0
11286,26116.063 ,26118.375 ,0
11287,26118.375 ,26120.688 ,0
11288,26120.688 ,26123.000 ,0
11289,26123.000 ,26125.313 ,0
11290,26125.313 ,26127.625 ,0
11291,26127.625 ,26129.938 ,0
11292,26129.938 ,26132.250 ,0
11293,26132.250 ,26134.563 ,0
11294,26134.563 ,26136.875 ,0
11295,26136.875 ,26139.188 ,0
11296,26139.188 ,26141.500 ,0
11297,26141.500 ,26143.813 ,0
11298,26143.813 ,26146.125 ,0
11299,26146.125 ,26148.438 ,0
11300,26148.438 ,26150.750 ,0
11301,26150.750 ,26153.063 ,0
11302,26153.063 ,26155.375 ,0
11303,26155.375 ,26157.688 ,0
11304,26157.688 ,26160.000 ,0
11305,26160.000 ,26162.313 ,0
11306,26162.313 ,26164.625 ,0
11307,26164.625 ,26166.938 ,0
11308,26166.938 ,26169.250 ,0
11309,26169.250 ,26171.563 ,0
11310,26171.563 ,26173.875 ,0
11311,26173.875 ,26176.188 ,0
11312,26176.188 ,26178.500 ,0
11313,26178.500 ,26180.813 ,0
11314,26180.813 ,26183.125 ,0
11315,26183.125 ,26185.438 ,1
11316,26185.438 ,26187.750 ,1
11317,26187.750 ,26190.063 ,1
11318,26190.063 ,26192.375 ,0
11319,26192.375 ,26194.688 ,0
11320,26194.688 ,26197.000 ,0
11321,26197.000 ,26199.313 ,0
11322,26199.313 ,26201.625 ,0
11323,26201.625 ,26203.938 ,0
11324,26203.938 ,26206.250 ,0
11325,26206.250 ,26208.563 ,0
11326,26208.563 ,26210.875 ,0
11327,26210.875 ,26213.188 ,0
11328,26213.188 ,26215.500 ,0
11329,26215.500 ,26217.813 ,0
11330,26217.813 ,26220.125 ,0
11331,26220.125 ,26222.438 ,0
11332,26222.438 ,26224.750 ,0
11333,26224.750 ,26227.063 ,0
11334,26227.063 ,26229.375 ,0
11335,26229.375 ,26231.688 ,0
11336,26231.688 ,26234.000 ,0
11337,26234.000 ,26236.313 ,0
11338,26236.313 ,26238.625 ,0
11339,26238.625 ,26240.938 ,0
11340,26240.938 ,26243.250 ,0
11341,26243.250 ,26245.563 ,0
11342,26245.563 ,26247.875 ,0
11343,26247.875 ,26250.188 ,0
11344,26250.188 ,26252.500 ,0
11345,26252.500 ,26254.813 ,0
11346,26254.813 ,26257.125 ,0
11347,26257.125 ,26259.438 ,0
11348,26259.438 ,26261.750 ,0
11349,26261.750 ,26264.063 ,0
11350,26264.063 ,26266.375 ,0
11351,26266.375 ,26268.688 ,0
11352,26268.688 ,26271.000 ,0
11353,26271.000 ,26273.313 ,0
11354,26273.313 ,26275.625 ,0
11355,26275.625 ,26277.938 ,0
11356,26277.938 ,26280.250 ,0
11357,26280.250 ,26282.563 ,0
11358,26282.563 ,26284.875 ,0
11359,26284.875 ,26287.188 ,0
11360,26287.188 ,26289.500 ,0
11361,26289.500 ,26291.813 ,0
11362,26291.813 ,26294.125 ,0
11363,26294.125 ,26296.438 ,0
11364,26296.438 ,26298.750 ,0
11365,26298.750 ,26301.063 ,0
11366,26301.063 ,26303.375 ,0
11367,26303.375 ,26305.688 ,0
11368,26305.688 ,26308.000 ,0
11369,26308.000 ,26310.313 ,0
11370,26310.313 ,26312.625 ,0
11371,26312.625 ,26314.938 ,0
11372,26314.938 ,26317.250 ,0
11373,26317.250 ,26319.563 ,0
11374,26319.563 ,26321.875 ,0
11375,26321.875 ,26324.188 ,0
11376,26324.188 ,26326.500 ,0
11377,26326.500 ,26328.813 ,0
11378,26328.813 ,26331.125 ,0
11379,26331.125 ,26333.438 ,0
11380,26333.438 ,26335.750 ,0
11381,26335.750 ,26338.063 ,0
11382,26338.063 ,26340.375 ,0
11383,26340.375 ,26342.688 ,0
11384,26342.688 ,26345.000 ,0
11385,26345.000 ,26347.313 ,0
11386,26347.313 ,26349.625 ,0
11387,26349.625 ,26351.938 ,0
11388,26351.938 ,26354.250 ,0
11389,26354.250 ,26356.563 ,0
11390,26356.563 ,26358.875 ,0
11391,26358.875 ,26361.188 ,0
11392,26361.188 ,26363.500 ,0
11393,26363.500 ,26365.813 ,0
11394,26365.813 ,26368.125 ,1
11395,26368.125 ,26370.438 ,1
11396,26370.438 ,26372.750 ,0
11397,26372.750 ,26375.063 ,0
11398,26375.063 ,26377.375 ,0
11399,26377.375 ,26379.688 ,0
11400,26379.688 ,26382.000 ,0
11401,26382.000 ,26384.313 ,0
11402,26384.313 ,26386.625 ,0
11403,26386.625 ,26388.938 ,0
11404,26388.938 ,26391.250 ,0
11405,26391.250 ,26393.563 ,0
11406,26393.563 ,26395.875 ,0
11407,26395.875 ,26398.188 ,0
11408,26398.188 ,26400.500 ,1
11409,26400.500 ,26402.813 ,1
11410,26402.813 ,26405.125 ,1
11411,26405.125 ,26407.438 ,0
11412,26407.438 ,26409.750 ,0
11413,26409.750 ,26412.063 ,0
11414,26412.063 ,26414.375 ,0
11415,26414.375 ,26416.688 ,0
11416,26416.688 ,26419.000 ,0
11417,26419.000 ,26421.313 ,0
11418,26421.313 ,26423.625 ,0
11419,26423.625 ,26425.938 ,0
11420,26425.938 ,26428.250 ,0
11421,26428.250 ,26430.563 ,0
11422,26430.563 ,26432.875 ,0
11423,26432.875 ,26435.188 ,0
11424,26435.188 ,26437.500 ,0
11425,26437.500 ,26439.813 ,0
11426,26439.813 ,26442.125 ,0
11427,26442.125 ,26444.438 ,0
11428,26444.438 ,26446.750 ,0
11429,26446.750 ,26449.063 ,0
11430,26449.063 ,26451.375 ,0
11431,26451.375 ,26453.688 ,0
11432,26453.688 ,26456.000 ,0
11433,26456.000 ,26458.313 ,0
11434,26458.313 ,26460.625 ,0
11435,26460.625 ,26462.938 ,0
11436,26462.938 ,26465.250 ,0
11437,26465.250 ,26467.563 ,1
11438,26467.563 ,26469.875 ,1
11439,26469.875 ,26472.188 ,0
11440,26472.188 ,26474.500 ,0
11441,26474.500 ,26476.813 ,0
11442,26476.813 ,26479.125 ,0
11443,26479.125 ,26481.438 ,0
11444,26481.438 ,26483.750 ,0
11445,26483.750 ,26486.063 ,0
11446,26486.063 ,26488.375 ,0
11447,26488.375 ,26490.688 ,0
11448,26490.688 ,26493.000 ,0
11449,26493.000 ,26495.313 ,0
11450,26495.313 ,26497.625 ,0
11451,26497.625 ,26499.938 ,0
11452,26499.938 ,26502.250 ,0
11453,26502.250 ,26504.563 ,0
11454,26504.563 ,26506.875 ,0
11455,26506.875 ,26509.188 ,0
11456,26509.188 ,26511.500 ,0
11457,26511.500 ,26513.813 ,0
11458,26513.813 ,26516.125 ,0
11459,26516.125 ,26518.438 ,0
11460,26518.438 ,26520.750 ,0
11461,26520.750 ,26523.063 ,1
11462,26523.063 ,26525.375 ,1
11463,26525.375 ,26527.688 ,1
11464,26527.688 ,26530.000 ,1
11465,26530.000 ,26532.313 ,0
11466,26532.313 ,26534.625 ,0
11467,26534.625 ,26536.938 ,0
11468,26536.938 ,26539.250 ,0
11469,26539.250 ,26541.563 ,0
11470,26541.563 ,26543.875 ,0
11471,26543.875 ,26546.188 ,0
11472,26546.188 ,26548.500 ,1
11473,26548.500 ,26550.813 ,0
11474,26550.813 ,26553.125 ,0
11475,26553.125 ,26555.438 ,0
11476,26555.438 ,26557.750 ,0
11477,26557.750 ,26560.063 ,0
11478,26560.063 ,26562.375 ,0
11479,26562.375 ,26564.688 ,0
11480,26564.688 ,26567.000 ,0
11481,26567.000 ,26569.313 ,0
11482,26569.313 ,26571.625 ,0
11483,26571.625 ,26573.938 ,0
11484,26573.938 ,26576.250 ,0
11485,26576.250 ,26578.563 ,0
11486,26578.563 ,26580.875 ,0
11487,26580.875 ,26583.188 ,0
11488,26583.188 ,26585.500 ,0
11489,26585.500 ,26587.813 ,0
11490,26587.813 ,26590.125 ,0
11491,26590.125 ,26592.438 ,0
11492,26592.438 ,26594.750 ,0
11493,26594.750 ,26597.063 ,0
11494,26597.063 ,26599.375 ,0
11495,26599.375 ,26601.688 ,1
11496,26601.688 ,26604.000 ,0
11497,26604.000 ,26606.313 ,0
11498,26606.313 ,26608.625 ,0
11499,26608.625 ,26610.938 ,0
11500,26610.938 ,26613.250 ,0
11501,26613.250 ,26615.563 ,0
11502,26615.563 ,26617.875 ,0
11503,26617.875 ,26620.188 ,0
11504,26620.188 ,26622.500 ,0
11505,26622.500 ,26624.813 ,0
11506,26624.813 ,26627.125 ,0
