MASK-ch,f_c[kHz],f_b[kHz], masked
10055,23269.375 ,23271.688 ,0
10056,23271.688 ,23274.000 ,0
10057,23274.000 ,23276.313 ,0
10058,23276.313 ,23278.625 ,0
10059,23278.625 ,23280.938 ,0
10060,23280.938 ,23283.250 ,0
10061,23283.250 ,23285.563 ,0
10062,23285.563 ,23287.875 ,0
10063,23287.875 ,23290.188 ,0
10064,23290.188 ,23292.500 ,0
10065,23292.500 ,23294.813 ,0
10066,23294.813 ,23297.125 ,0
10067,23297.125 ,23299.438 ,0
10068,23299.438 ,23301.750 ,1
10069,23301.750 ,23304.063 ,0
10070,23304.063 ,23306.375 ,0
10071,23306.375 ,23308.688 ,0
10072,23308.688 ,23311.000 ,0
10073,23311.000 ,23313.313 ,0
10074,23313.313 ,23315.625 ,0
10075,23315.625 ,23317.938 ,0
10076,23317.938 ,23320.250 ,0
10077,23320.250 ,23322.563 ,0
10078,23322.563 ,23324.875 ,0
10079,23324.875 ,23327.188 ,0
10080,23327.188 ,23329.500 ,0
10081,23329.500 ,23331.813 ,0
10082,23331.813 ,23334.125 ,0
10083,23334.125 ,23336.438 ,0
10084,23336.438 ,23338.750 ,0
10085,23338.750 ,23341.063 ,0
10086,23341.063 ,23343.375 ,0
10087,23343.375 ,23345.688 ,0
10088,23345.688 ,23348.000 ,0
10089,23348.000 ,23350.313 ,0
10090,23350.313 ,23352.625 ,0
10091,23352.625 ,23354.938 ,0
10092,23354.938 ,23357.250 ,0
10093,23357.250 ,23359.563 ,0
10094,23359.563 ,23361.875 ,0
10095,23361.875 ,23364.188 ,0
10096,23364.188 ,23366.500 ,0
10097,23366.500 ,23368.813 ,0
10098,23368.813 ,23371.125 ,0
10099,23371.125 ,23373.438 ,0
10100,23373.438 ,23375.750 ,0
10101,23375.750 ,23378.063 ,0
10102,23378.063 ,23380.375 ,0
10103,23380.375 ,23382.688 ,0
10104,23382.688 ,23385.000 ,0
10105,23385.000 ,23387.313 ,0
10106,23387.313 ,23389.625 ,0
10107,23389.625 ,23391.938 ,0
10108,23391.938 ,23394.250 ,0
10109,23394.250 ,23396.563 ,0
10110,23396.563 ,23398.875 ,0
10111,23398.875 ,23401.188 ,1
10112,23401.188 ,23403.500 ,1
10113,23403.500 ,23405.813 ,0
10114,23405.813 ,23408.125 ,1
10115,23408.125 ,23410.438 ,0
10116,23410.438 ,23412.750 ,0
10117,23412.750 ,23415.063 ,0
10118,23415.063 ,23417.375 ,0
10119,23417.375 ,23419.688 ,0
10120,23419.688 ,23422.000 ,0
10121,23422.000 ,23424.313 ,0
10122,23424.313 ,23426.625 ,0
10123,23426.625 ,23428.938 ,0
10124,23428.938 ,23431.250 ,0
10125,23431.250 ,23433.563 ,0
10126,23433.563 ,23435.875 ,0
10127,23435.875 ,23438.188 ,0
10128,23438.188 ,23440.500 ,0
10129,23440.500 ,23442.813 ,0
10130,23442.813 ,23445.125 ,1
10131,23445.125 ,23447.438 ,0
10132,23447.438 ,23449.750 ,0
10133,23449.750 ,23452.063 ,0
10134,23452.063 ,23454.375 ,0
10135,23454.375 ,23456.688 ,0
10136,23456.688 ,23459.000 ,0
10137,23459.000 ,23461.313 ,1
10138,23461.313 ,23463.625 ,1
10139,23463.625 ,23465.938 ,1
10140,23465.938 ,23468.250 ,1
10141,23468.250 ,23470.563 ,1
10142,23470.563 ,23472.875 ,0
10143,23472.875 ,23475.188 ,0
10144,23475.188 ,23477.500 ,0
10145,23477.500 ,23479.813 ,0
10146,23479.813 ,23482.125 ,0
10147,23482.125 ,23484.438 ,1
10148,23484.438 ,23486.750 ,0
10149,23486.750 ,23489.063 ,0
10150,23489.063 ,23491.375 ,0
10151,23491.375 ,23493.688 ,0
10152,23493.688 ,23496.000 ,0
10153,23496.000 ,23498.313 ,0
10154,23498.313 ,23500.625 ,0
10155,23500.625 ,23502.938 ,0
10156,23502.938 ,23505.250 ,0
10157,23505.250 ,23507.563 ,0
10158,23507.563 ,23509.875 ,0
10159,23509.875 ,23512.188 ,0
10160,23512.188 ,23514.500 ,0
10161,23514.500 ,23516.813 ,0
10162,23516.813 ,23519.125 ,0
10163,23519.125 ,23521.438 ,0
10164,23521.438 ,23523.750 ,0
10165,23523.750 ,23526.063 ,1
10166,23526.063 ,23528.375 ,0
10167,23528.375 ,23530.688 ,0
10168,23530.688 ,23533.000 ,0
10169,23533.000 ,23535.313 ,0
10170,23535.313 ,23537.625 ,0
10171,23537.625 ,23539.938 ,0
10172,23539.938 ,23542.250 ,0
10173,23542.250 ,23544.563 ,0
10174,23544.563 ,23546.875 ,0
10175,23546.875 ,23549.188 ,0
10176,23549.188 ,23551.500 ,0
10177,23551.500 ,23553.813 ,0
10178,23553.813 ,23556.125 ,0
10179,23556.125 ,23558.438 ,0
10180,23558.438 ,23560.750 ,0
10181,23560.750 ,23563.063 ,0
10182,23563.063 ,23565.375 ,0
10183,23565.375 ,23567.688 ,0
10184,23567.688 ,23570.000 ,0
10185,23570.000 ,23572.313 ,0
10186,23572.313 ,23574.625 ,0
10187,23574.625 ,23576.938 ,0
10188,23576.938 ,23579.250 ,0
10189,23579.250 ,23581.563 ,0
10190,23581.563 ,23583.875 ,0
10191,23583.875 ,23586.188 ,0
10192,23586.188 ,23588.500 ,0
10193,23588.500 ,23590.813 ,0
10194,23590.813 ,23593.125 ,0
10195,23593.125 ,23595.438 ,0
10196,23595.438 ,23597.750 ,0
10197,23597.750 ,23600.063 ,0
10198,23600.063 ,23602.375 ,0
10199,23602.375 ,23604.688 ,1
10200,23604.688 ,23607.000 ,0
10201,23607.000 ,23609.313 ,0
10202,23609.313 ,23611.625 ,0
10203,23611.625 ,23613.938 ,0
10204,23613.938 ,23616.250 ,0
10205,23616.250 ,23618.563 ,0
10206,23618.563 ,23620.875 ,0
10207,23620.875 ,23623.188 ,0
10208,23623.188 ,23625.500 ,0
10209,23625.500 ,23627.813 ,0
10210,23627.813 ,23630.125 ,0
10211,23630.125 ,23632.438 ,0
10212,23632.438 ,23634.750 ,0
10213,23634.750 ,23637.063 ,1
10214,23637.063 ,23639.375 ,1
10215,23639.375 ,23641.688 ,0
10216,23641.688 ,23644.000 ,0
10217,23644.000 ,23646.313 ,0
10218,23646.313 ,23648.625 ,0
10219,23648.625 ,23650.938 ,0
10220,23650.938 ,23653.250 ,0
10221,23653.250 ,23655.563 ,0
10222,23655.563 ,23657.875 ,0
10223,23657.875 ,23660.188 ,0
10224,23660.188 ,23662.500 ,0
10225,23662.500 ,23664.813 ,0
10226,23664.813 ,23667.125 ,0
10227,23667.125 ,23669.438 ,0
10228,23669.438 ,23671.750 ,0
10229,23671.750 ,23674.063 ,0
10230,23674.063 ,23676.375 ,0
10231,23676.375 ,23678.688 ,0
10232,23678.688 ,23681.000 ,0
10233,23681.000 ,23683.313 ,0
10234,23683.313 ,23685.625 ,0
10235,23685.625 ,23687.938 ,0
10236,23687.938 ,23690.250 ,0
10237,23690.250 ,23692.563 ,0
10238,23692.563 ,23694.875 ,0
10239,23694.875 ,23697.188 ,0
10240,23697.188 ,23699.500 ,0
10241,23699.500 ,23701.813 ,0
10242,23701.813 ,23704.125 ,0
10243,23704.125 ,23706.438 ,0
10244,23706.438 ,23708.750 ,0
10245,23708.750 ,23711.063 ,0
10246,23711.063 ,23713.375 ,0
10247,23713.375 ,23715.688 ,0
10248,23715.688 ,23718.000 ,0
10249,23718.000 ,23720.313 ,0
10250,23720.313 ,23722.625 ,0
10251,23722.625 ,23724.938 ,0
10252,23724.938 ,23727.250 ,0
10253,23727.250 ,23729.563 ,1
10254,23729.563 ,23731.875 ,0
10255,23731.875 ,23734.188 ,0
10256,23734.188 ,23736.500 ,0
10257,23736.500 ,23738.813 ,0
10258,23738.813 ,23741.125 ,0
10259,23741.125 ,23743.438 ,0
10260,23743.438 ,23745.750 ,0
10261,23745.750 ,23748.063 ,0
10262,23748.063 ,23750.375 ,0
10263,23750.375 ,23752.688 ,0
10264,23752.688 ,23755.000 ,0
10265,23755.000 ,23757.313 ,0
10266,23757.313 ,23759.625 ,0
10267,23759.625 ,23761.938 ,0
10268,23761.938 ,23764.250 ,0
10269,23764.250 ,23766.563 ,0
10270,23766.563 ,23768.875 ,0
10271,23768.875 ,23771.188 ,0
10272,23771.188 ,23773.500 ,0
10273,23773.500 ,23775.813 ,0
10274,23775.813 ,23778.125 ,0
10275,23778.125 ,23780.438 ,0
10276,23780.438 ,23782.750 ,0
10277,23782.750 ,23785.063 ,0
10278,23785.063 ,23787.375 ,0
10279,23787.375 ,23789.688 ,0
10280,23789.688 ,23792.000 ,0
10281,23792.000 ,23794.313 ,0
10282,23794.313 ,23796.625 ,0
10283,23796.625 ,23798.938 ,0
10284,23798.938 ,23801.250 ,1
10285,23801.250 ,23803.563 ,1
10286,23803.563 ,23805.875 ,0
10287,23805.875 ,23808.188 ,0
10288,23808.188 ,23810.500 ,0
10289,23810.500 ,23812.813 ,0
10290,23812.813 ,23815.125 ,1
10291,23815.125 ,23817.438 ,1
10292,23817.438 ,23819.750 ,1
10293,23819.750 ,23822.063 ,1
10294,23822.063 ,23824.375 ,0
10295,23824.375 ,23826.688 ,0
10296,23826.688 ,23829.000 ,0
10297,23829.000 ,23831.313 ,0
10298,23831.313 ,23833.625 ,0
10299,23833.625 ,23835.938 ,0
10300,23835.938 ,23838.250 ,1
10301,23838.250 ,23840.563 ,1
10302,23840.563 ,23842.875 ,0
10303,23842.875 ,23845.188 ,1
10304,23845.188 ,23847.500 ,0
10305,23847.500 ,23849.813 ,0
10306,23849.813 ,23852.125 ,0
10307,23852.125 ,23854.438 ,0
10308,23854.438 ,23856.750 ,0
10309,23856.750 ,23859.063 ,0
10310,23859.063 ,23861.375 ,0
10311,23861.375 ,23863.688 ,0
10312,23863.688 ,23866.000 ,0
10313,23866.000 ,23868.313 ,0
10314,23868.313 ,23870.625 ,0
10315,23870.625 ,23872.938 ,0
10316,23872.938 ,23875.250 ,0
10317,23875.250 ,23877.563 ,0
10318,23877.563 ,23879.875 ,0
10319,23879.875 ,23882.188 ,0
10320,23882.188 ,23884.500 ,0
10321,23884.500 ,23886.813 ,0
10322,23886.813 ,23889.125 ,0
10323,23889.125 ,23891.438 ,0
10324,23891.438 ,23893.750 ,0
10325,23893.750 ,23896.063 ,1
10326,23896.063 ,23898.375 ,0
10327,23898.375 ,23900.688 ,0
10328,23900.688 ,23903.000 ,0
10329,23903.000 ,23905.313 ,0
10330,23905.313 ,23907.625 ,0
10331,23907.625 ,23909.938 ,0
10332,23909.938 ,23912.250 ,0
10333,23912.250 ,23914.563 ,0
10334,23914.563 ,23916.875 ,0
10335,23916.875 ,23919.188 ,0
10336,23919.188 ,23921.500 ,0
10337,23921.500 ,23923.813 ,0
10338,23923.813 ,23926.125 ,0
10339,23926.125 ,23928.438 ,0
10340,23928.438 ,23930.750 ,0
10341,23930.750 ,23933.063 ,0
10342,23933.063 ,23935.375 ,0
10343,23935.375 ,23937.688 ,0
10344,23937.688 ,23940.000 ,0
10345,23940.000 ,23942.313 ,0
10346,23942.313 ,23944.625 ,0
10347,23944.625 ,23946.938 ,0
10348,23946.938 ,23949.250 ,0
10349,23949.250 ,23951.563 ,0
10350,23951.563 ,23953.875 ,0
10351,23953.875 ,23956.188 ,0
10352,23956.188 ,23958.500 ,0
10353,23958.500 ,23960.813 ,0
10354,23960.813 ,23963.125 ,0
10355,23963.125 ,23965.438 ,0
10356,23965.438 ,23967.750 ,0
10357,23967.750 ,23970.063 ,0
10358,23970.063 ,23972.375 ,0
10359,23972.375 ,23974.688 ,0
10360,23974.688 ,23977.000 ,0
10361,23977.000 ,23979.313 ,0
10362,23979.313 ,23981.625 ,0
10363,23981.625 ,23983.938 ,0
10364,23983.938 ,23986.250 ,0
10365,23986.250 ,23988.563 ,0
10366,23988.563 ,23990.875 ,0
10367,23990.875 ,23993.188 ,0
10368,23993.188 ,23995.500 ,0
10369,23995.500 ,23997.813 ,1
10370,23997.813 ,24000.125 ,1
10371,24000.125 ,24002.438 ,1
10372,24002.438 ,24004.750 ,1
10373,24004.750 ,24007.063 ,1
10374,24007.063 ,24009.375 ,1
10375,24009.375 ,24011.688 ,1
10376,24011.688 ,24014.000 ,1
10377,24014.000 ,24016.313 ,0
10378,24016.313 ,24018.625 ,0
10379,24018.625 ,24020.938 ,0
10380,24020.938 ,24023.250 ,0
10381,24023.250 ,24025.563 ,0
10382,24025.563 ,24027.875 ,0
10383,24027.875 ,24030.188 ,0
10384,24030.188 ,24032.500 ,0
10385,24032.500 ,24034.813 ,0
10386,24034.813 ,24037.125 ,0
10387,24037.125 ,24039.438 ,0
10388,24039.438 ,24041.750 ,0
10389,24041.750 ,24044.063 ,0
10390,24044.063 ,24046.375 ,0
10391,24046.375 ,24048.688 ,0
10392,24048.688 ,24051.000 ,0
10393,24051.000 ,24053.313 ,0
10394,24053.313 ,24055.625 ,0
10395,24055.625 ,24057.938 ,0
10396,24057.938 ,24060.250 ,0
10397,24060.250 ,24062.563 ,0
10398,24062.563 ,24064.875 ,0
10399,24064.875 ,24067.188 ,0
10400,24067.188 ,24069.500 ,0
10401,24069.500 ,24071.813 ,0
10402,24071.813 ,24074.125 ,0
10403,24074.125 ,24076.438 ,0
10404,24076.438 ,24078.750 ,0
10405,24078.750 ,24081.063 ,0
10406,24081.063 ,24083.375 ,0
10407,24083.375 ,24085.688 ,0
10408,24085.688 ,24088.000 ,0
10409,24088.000 ,24090.313 ,0
10410,24090.313 ,24092.625 ,0
10411,24092.625 ,24094.938 ,0
10412,24094.938 ,24097.250 ,0
10413,24097.250 ,24099.563 ,0
10414,24099.563 ,24101.875 ,0
10415,24101.875 ,24104.188 ,0
10416,24104.188 ,24106.500 ,0
10417,24106.500 ,24108.813 ,0
10418,24108.813 ,24111.125 ,0
10419,24111.125 ,24113.438 ,0
10420,24113.438 ,24115.750 ,0
10421,24115.750 ,24118.063 ,0
10422,24118.063 ,24120.375 ,0
10423,24120.375 ,24122.688 ,0
10424,24122.688 ,24125.000 ,0
10425,24125.000 ,24127.313 ,0
10426,24127.313 ,24129.625 ,0
10427,24129.625 ,24131.938 ,0
10428,24131.938 ,24134.250 ,0
10429,24134.250 ,24136.563 ,0
10430,24136.563 ,24138.875 ,0
10431,24138.875 ,24141.188 ,0
10432,24141.188 ,24143.500 ,1
10433,24143.500 ,24145.813 ,0
10434,24145.813 ,24148.125 ,1
10435,24148.125 ,24150.438 ,0
10436,24150.438 ,24152.750 ,0
10437,24152.750 ,24155.063 ,0
10438,24155.063 ,24157.375 ,0
10439,24157.375 ,24159.688 ,0
10440,24159.688 ,24162.000 ,0
10441,24162.000 ,24164.313 ,0
10442,24164.313 ,24166.625 ,0
10443,24166.625 ,24168.938 ,0
10444,24168.938 ,24171.250 ,0
10445,24171.250 ,24173.563 ,0
10446,24173.563 ,24175.875 ,0
10447,24175.875 ,24178.188 ,0
10448,24178.188 ,24180.500 ,0
10449,24180.500 ,24182.813 ,0
10450,24182.813 ,24185.125 ,1
10451,24185.125 ,24187.438 ,1
10452,24187.438 ,24189.750 ,1
10453,24189.750 ,24192.063 ,0
10454,24192.063 ,24194.375 ,0
10455,24194.375 ,24196.688 ,0
10456,24196.688 ,24199.000 ,0
10457,24199.000 ,24201.313 ,0
10458,24201.313 ,24203.625 ,1
10459,24203.625 ,24205.938 ,0
10460,24205.938 ,24208.250 ,0
10461,24208.250 ,24210.563 ,0
10462,24210.563 ,24212.875 ,0
10463,24212.875 ,24215.188 ,0
10464,24215.188 ,24217.500 ,0
10465,24217.500 ,24219.813 ,0
10466,24219.813 ,24222.125 ,0
10467,24222.125 ,24224.438 ,0
10468,24224.438 ,24226.750 ,0
10469,24226.750 ,24229.063 ,0
10470,24229.063 ,24231.375 ,0
10471,24231.375 ,24233.688 ,0
10472,24233.688 ,24236.000 ,0
10473,24236.000 ,24238.313 ,0
10474,24238.313 ,24240.625 ,0
10475,24240.625 ,24242.938 ,0
10476,24242.938 ,24245.250 ,0
10477,24245.250 ,24247.563 ,0
10478,24247.563 ,24249.875 ,0
10479,24249.875 ,24252.188 ,0
10480,24252.188 ,24254.500 ,0
10481,24254.500 ,24256.813 ,0
10482,24256.813 ,24259.125 ,0
10483,24259.125 ,24261.438 ,0
10484,24261.438 ,24263.750 ,0
10485,24263.750 ,24266.063 ,0
10486,24266.063 ,24268.375 ,0
10487,24268.375 ,24270.688 ,0
10488,24270.688 ,24273.000 ,0
10489,24273.000 ,24275.313 ,0
10490,24275.313 ,24277.625 ,0
10491,24277.625 ,24279.938 ,0
10492,24279.938 ,24282.250 ,0
10493,24282.250 ,24284.563 ,0
10494,24284.563 ,24286.875 ,0
10495,24286.875 ,24289.188 ,0
10496,24289.188 ,24291.500 ,0
10497,24291.500 ,24293.813 ,0
10498,24293.813 ,24296.125 ,0
10499,24296.125 ,24298.438 ,0
10500,24298.438 ,24300.750 ,0
10501,24300.750 ,24303.063 ,0
10502,24303.063 ,24305.375 ,0
10503,24305.375 ,24307.688 ,0
10504,24307.688 ,24310.000 ,0
10505,24310.000 ,24312.313 ,0
10506,24312.313 ,24314.625 ,0
10507,24314.625 ,24316.938 ,0
10508,24316.938 ,24319.250 ,0
10509,24319.250 ,24321.563 ,0
10510,24321.563 ,24323.875 ,0
10511,24323.875 ,24326.188 ,0
10512,24326.188 ,24328.500 ,0
10513,24328.500 ,24330.813 ,1
10514,24330.813 ,24333.125 ,0
10515,24333.125 ,24335.438 ,0
10516,24335.438 ,24337.750 ,0
10517,24337.750 ,24340.063 ,0
10518,24340.063 ,24342.375 ,0
10519,24342.375 ,24344.688 ,0
10520,24344.688 ,24347.000 ,0
10521,24347.000 ,24349.313 ,0
10522,24349.313 ,24351.625 ,0
10523,24351.625 ,24353.938 ,0
10524,24353.938 ,24356.250 ,0
10525,24356.250 ,24358.563 ,0
10526,24358.563 ,24360.875 ,0
10527,24360.875 ,24363.188 ,0
10528,24363.188 ,24365.500 ,0
10529,24365.500 ,24367.813 ,0
10530,24367.813 ,24370.125 ,0
10531,24370.125 ,24372.438 ,0
10532,24372.438 ,24374.750 ,0
10533,24374.750 ,24377.063 ,0
10534,24377.063 ,24379.375 ,0
10535,24379.375 ,24381.688 ,0
10536,24381.688 ,24384.000 ,0
10537,24384.000 ,24386.313 ,0
10538,24386.313 ,24388.625 ,0
10539,24388.625 ,24390.938 ,0
10540,24390.938 ,24393.250 ,0
10541,24393.250 ,24395.563 ,0
10542,24395.563 ,24397.875 ,0
10543,24397.875 ,24400.188 ,1
10544,24400.188 ,24402.500 ,1
10545,24402.500 ,24404.813 ,1
10546,24404.813 ,24407.125 ,1
10547,24407.125 ,24409.438 ,0
10548,24409.438 ,24411.750 ,0
10549,24411.750 ,24414.063 ,0
10550,24414.063 ,24416.375 ,0
10551,24416.375 ,24418.688 ,0
10552,24418.688 ,24421.000 ,0
10553,24421.000 ,24423.313 ,0
10554,24423.313 ,24425.625 ,0
10555,24425.625 ,24427.938 ,0
10556,24427.938 ,24430.250 ,0
10557,24430.250 ,24432.563 ,0
10558,24432.563 ,24434.875 ,0
10559,24434.875 ,24437.188 ,0
10560,24437.188 ,24439.500 ,0
10561,24439.500 ,24441.813 ,0
10562,24441.813 ,24444.125 ,0
10563,24444.125 ,24446.438 ,0
10564,24446.438 ,24448.750 ,0
10565,24448.750 ,24451.063 ,0
10566,24451.063 ,24453.375 ,1
10567,24453.375 ,24455.688 ,0
10568,24455.688 ,24458.000 ,0
10569,24458.000 ,24460.313 ,0
10570,24460.313 ,24462.625 ,0
10571,24462.625 ,24464.938 ,0
10572,24464.938 ,24467.250 ,0
10573,24467.250 ,24469.563 ,0
10574,24469.563 ,24471.875 ,0
10575,24471.875 ,24474.188 ,0
10576,24474.188 ,24476.500 ,0
10577,24476.500 ,24478.813 ,0
10578,24478.813 ,24481.125 ,0
10579,24481.125 ,24483.438 ,1
10580,24483.438 ,24485.750 ,1
10581,24485.750 ,24488.063 ,0
10582,24488.063 ,24490.375 ,0
10583,24490.375 ,24492.688 ,0
10584,24492.688 ,24495.000 ,0
10585,24495.000 ,24497.313 ,0
10586,24497.313 ,24499.625 ,0
10587,24499.625 ,24501.938 ,0
10588,24501.938 ,24504.250 ,0
10589,24504.250 ,24506.563 ,0
10590,24506.563 ,24508.875 ,0
10591,24508.875 ,24511.188 ,0
10592,24511.188 ,24513.500 ,0
10593,24513.500 ,24515.813 ,0
10594,24515.813 ,24518.125 ,0
10595,24518.125 ,24520.438 ,0
10596,24520.438 ,24522.750 ,0
10597,24522.750 ,24525.063 ,0
10598,24525.063 ,24527.375 ,0
10599,24527.375 ,24529.688 ,0
10600,24529.688 ,24532.000 ,0
10601,24532.000 ,24534.313 ,0
10602,24534.313 ,24536.625 ,0
10603,24536.625 ,24538.938 ,0
10604,24538.938 ,24541.250 ,0
10605,24541.250 ,24543.563 ,0
10606,24543.563 ,24545.875 ,0
10607,24545.875 ,24548.188 ,0
10608,24548.188 ,24550.500 ,0
10609,24550.500 ,24552.813 ,0
10610,24552.813 ,24555.125 ,0
10611,24555.125 ,24557.438 ,0
10612,24557.438 ,24559.750 ,0
10613,24559.750 ,24562.063 ,0
10614,24562.063 ,24564.375 ,0
10615,24564.375 ,24566.688 ,0
10616,24566.688 ,24569.000 ,0
10617,24569.000 ,24571.313 ,0
10618,24571.313 ,24573.625 ,0
10619,24573.625 ,24575.938 ,0
10620,24575.938 ,24578.250 ,0
10621,24578.250 ,24580.563 ,0
10622,24580.563 ,24582.875 ,0
10623,24582.875 ,24585.188 ,0
10624,24585.188 ,24587.500 ,0
10625,24587.500 ,24589.813 ,0
10626,24589.813 ,24592.125 ,0
10627,24592.125 ,24594.438 ,0
10628,24594.438 ,24596.750 ,0
10629,24596.750 ,24599.063 ,0
10630,24599.063 ,24601.375 ,1
10631,24601.375 ,24603.688 ,1
10632,24603.688 ,24606.000 ,0
10633,24606.000 ,24608.313 ,0
10634,24608.313 ,24610.625 ,0
10635,24610.625 ,24612.938 ,0
10636,24612.938 ,24615.250 ,0
10637,24615.250 ,24617.563 ,0
10638,24617.563 ,24619.875 ,0
10639,24619.875 ,24622.188 ,0
10640,24622.188 ,24624.500 ,0
10641,24624.500 ,24626.813 ,0
10642,24626.813 ,24629.125 ,0
10643,24629.125 ,24631.438 ,0
10644,24631.438 ,24633.750 ,0
10645,24633.750 ,24636.063 ,1
10646,24636.063 ,24638.375 ,0
10647,24638.375 ,24640.688 ,0
10648,24640.688 ,24643.000 ,0
10649,24643.000 ,24645.313 ,0
10650,24645.313 ,24647.625 ,0
10651,24647.625 ,24649.938 ,0
10652,24649.938 ,24652.250 ,0
10653,24652.250 ,24654.563 ,0
10654,24654.563 ,24656.875 ,0
10655,24656.875 ,24659.188 ,0
10656,24659.188 ,24661.500 ,0
10657,24661.500 ,24663.813 ,0
10658,24663.813 ,24666.125 ,0
10659,24666.125 ,24668.438 ,0
10660,24668.438 ,24670.750 ,0
10661,24670.750 ,24673.063 ,0
10662,24673.063 ,24675.375 ,0
10663,24675.375 ,24677.688 ,0
10664,24677.688 ,24680.000 ,0
10665,24680.000 ,24682.313 ,0
10666,24682.313 ,24684.625 ,0
10667,24684.625 ,24686.938 ,0
10668,24686.938 ,24689.250 ,0
10669,24689.250 ,24691.563 ,0
10670,24691.563 ,24693.875 ,0
10671,24693.875 ,24696.188 ,0
10672,24696.188 ,24698.500 ,0
10673,24698.500 ,24700.813 ,0
10674,24700.813 ,24703.125 ,0
10675,24703.125 ,24705.438 ,0
10676,24705.438 ,24707.750 ,0
10677,24707.750 ,24710.063 ,0
10678,24710.063 ,24712.375 ,0
10679,24712.375 ,24714.688 ,0
10680,24714.688 ,24717.000 ,0
10681,24717.000 ,24719.313 ,0
10682,24719.313 ,24721.625 ,0
10683,24721.625 ,24723.938 ,0
10684,24723.938 ,24726.250 ,0
10685,24726.250 ,24728.563 ,0
10686,24728.563 ,24730.875 ,0
10687,24730.875 ,24733.188 ,0
10688,24733.188 ,24735.500 ,0
10689,24735.500 ,24737.813 ,1
10690,24737.813 ,24740.125 ,1
10691,24740.125 ,24742.438 ,1
10692,24742.438 ,24744.750 ,0
10693,24744.750 ,24747.063 ,0
10694,24747.063 ,24749.375 ,0
10695,24749.375 ,24751.688 ,0
10696,24751.688 ,24754.000 ,0
10697,24754.000 ,24756.313 ,0
10698,24756.313 ,24758.625 ,0
10699,24758.625 ,24760.938 ,0
10700,24760.938 ,24763.250 ,0
10701,24763.250 ,24765.563 ,0
10702,24765.563 ,24767.875 ,0
10703,24767.875 ,24770.188 ,0
10704,24770.188 ,24772.500 ,0
10705,24772.500 ,24774.813 ,0
10706,24774.813 ,24777.125 ,0
10707,24777.125 ,24779.438 ,0
10708,24779.438 ,24781.750 ,0
10709,24781.750 ,24784.063 ,0
10710,24784.063 ,24786.375 ,0
10711,24786.375 ,24788.688 ,0
10712,24788.688 ,24791.000 ,0
10713,24791.000 ,24793.313 ,0
10714,24793.313 ,24795.625 ,0
10715,24795.625 ,24797.938 ,0
10716,24797.938 ,24800.250 ,1
10717,24800.250 ,24802.563 ,1
10718,24802.563 ,24804.875 ,1
10719,24804.875 ,24807.188 ,0
10720,24807.188 ,24809.500 ,0
10721,24809.500 ,24811.813 ,0
10722,24811.813 ,24814.125 ,0
10723,24814.125 ,24816.438 ,1
10724,24816.438 ,24818.750 ,1
10725,24818.750 ,24821.063 ,0
10726,24821.063 ,24823.375 ,0
10727,24823.375 ,24825.688 ,0
10728,24825.688 ,24828.000 ,0
10729,24828.000 ,24830.313 ,0
10730,24830.313 ,24832.625 ,0
10731,24832.625 ,24834.938 ,0
10732,24834.938 ,24837.250 ,0
10733,24837.250 ,24839.563 ,0
10734,24839.563 ,24841.875 ,0
10735,24841.875 ,24844.188 ,0
10736,24844.188 ,24846.500 ,0
10737,24846.500 ,24848.813 ,0
10738,24848.813 ,24851.125 ,0
10739,24851.125 ,24853.438 ,0
10740,24853.438 ,24855.750 ,0
10741,24855.750 ,24858.063 ,0
10742,24858.063 ,24860.375 ,0
10743,24860.375 ,24862.688 ,0
10744,24862.688 ,24865.000 ,0
10745,24865.000 ,24867.313 ,0
10746,24867.313 ,24869.625 ,1
10747,24869.625 ,24871.938 ,0
10748,24871.938 ,24874.250 ,0
10749,24874.250 ,24876.563 ,0
10750,24876.563 ,24878.875 ,0
10751,24878.875 ,24881.188 ,0
10752,24881.188 ,24883.500 ,0
10753,24883.500 ,24885.813 ,0
10754,24885.813 ,24888.125 ,0
10755,24888.125 ,24890.438 ,0
10756,24890.438 ,24892.750 ,0
10757,24892.750 ,24895.063 ,0
10758,24895.063 ,24897.375 ,0
10759,24897.375 ,24899.688 ,0
10760,24899.688 ,24902.000 ,0
10761,24902.000 ,24904.313 ,0
10762,24904.313 ,24906.625 ,0
10763,24906.625 ,24908.938 ,0
10764,24908.938 ,24911.250 ,0
10765,24911.250 ,24913.563 ,0
10766,24913.563 ,24915.875 ,0
10767,24915.875 ,24918.188 ,0
10768,24918.188 ,24920.500 ,0
10769,24920.500 ,24922.813 ,0
10770,24922.813 ,24925.125 ,0
10771,24925.125 ,24927.438 ,0
10772,24927.438 ,24929.750 ,0
10773,24929.750 ,24932.063 ,0
10774,24932.063 ,24934.375 ,0
10775,24934.375 ,24936.688 ,0
10776,24936.688 ,24939.000 ,0
10777,24939.000 ,24941.313 ,0
10778,24941.313 ,24943.625 ,0
10779,24943.625 ,24945.938 ,0
10780,24945.938 ,24948.250 ,0
10781,24948.250 ,24950.563 ,0
10782,24950.563 ,24952.875 ,0
10783,24952.875 ,24955.188 ,0
10784,24955.188 ,24957.500 ,0
10785,24957.500 ,24959.813 ,0
10786,24959.813 ,24962.125 ,0
10787,24962.125 ,24964.438 ,0
10788,24964.438 ,24966.750 ,0
10789,24966.750 ,24969.063 ,0
